id,name,email,password,phone,gender,role,business_name,gst_number,is_verified,is_online,is_founder,admin_permissions,rating,rating_count,wallet_balance,address,created_at
CUST0047,Rahul Mishra,customer047@example.com,Demo@1046,9000000047,male,customer,Rahul Mishra,,True,False,False,,0,0,0,New Delhi,2026-08-08 00:00:00+00
CUST0048,Shreya Mehta,customer048@example.com,Demo@1047,9000000048,male,customer,Shreya Mehta,,True,False,False,,0,0,0,South Delhi,2026-08-08 00:00:00+00
CUST0049,Aanya Arora,customer049@example.com,Demo@1048,9000000049,other,customer,Aanya Arora,,True,False,False,,0,0,0,Gurugram,2026-08-08 00:00:00+00
CUST0050,Vivaan Mehta,customer050@example.com,Demo@1049,9000000050,male,customer,Vivaan Mehta,,True,False,False,,0,0,0,East Delhi,2026-08-08 00:00:00+00
CUST0051,Vivaan Sethi,customer051@example.com,Demo@1050,9000000051,other,customer,Vivaan Sethi,,True,False,False,,0,0,0,East Delhi,2026-08-08 00:00:00+00
CUST0052,Aanya Malhotra,customer052@example.com,Demo@1051,9000000052,male,customer,Aanya Malhotra,,True,False,False,,0,0,0,North Delhi,2026-08-08 00:00:00+00
CUST0053,Rahul Verma,customer053@example.com,Demo@1052,9000000053,female,customer,Rahul Verma,,True,False,False,,0,0,0,South Delhi,2026-08-08 00:00:00+00
CUST0054,Yash Mishra,customer054@example.com,Demo@1053,9000000054,male,customer,Yash Mishra,,True,False,False,,0,0,0,Faridabad,2026-08-08 00:00:00+00
CUST0055,Tanya Mishra,customer055@example.com,Demo@1054,9000000055,other,customer,Tanya Mishra,,True,False,False,,0,0,0,Gurugram,2026-08-08 00:00:00+00
CUST0056,Aanya Mehta,customer056@example.com,Demo@1055,9000000056,male,customer,Aanya Mehta,,True,False,False,,0,0,0,Gurugram,2026-08-08 00:00:00+00
CUST0057,Kavya Malhotra,customer057@example.com,Demo@1056,9000000057,other,customer,Kavya Malhotra,,True,False,False,,0,0,0,North Delhi,2026-08-08 00:00:00+00
CUST0058,Nisha Gupta,customer058@example.com,Demo@1057,9000000058,other,customer,Nisha Gupta,,True,False,False,,0,0,0,Noida,2026-08-08 00:00:00+00
CUST0059,Rahul Gupta,customer059@example.com,Demo@1058,9000000059,male,customer,Rahul Gupta,,True,False,False,,0,0,0,North Delhi,2026-08-08 00:00:00+00
CUST0060,Kunal Chopra,customer060@example.com,Demo@1059,9000000060,other,customer,Kunal Chopra,,True,False,False,,0,0,0,East Delhi,2026-08-08 00:00:00+00
CUST0061,Shreya Bansal,customer061@example.com,Demo@1060,9000000061,male,customer,Shreya Bansal,,True,False,False,,0,0,0,Bahadurgarh,2026-08-08 00:00:00+00
CUST0062,Rahul Chopra,customer062@example.com,Demo@1061,9000000062,female,customer,Rahul Chopra,,True,False,False,,0,0,0,Gurugram,2026-08-08 00:00:00+00
CUST0063,Tanya Malhotra,customer063@example.com,Demo@1062,9000000063,other,customer,Tanya Malhotra,,True,False,False,,0,0,0,Central Delhi,2026-08-08 00:00:00+00
CUST0064,Tanya Malhotra,customer064@example.com,Demo@1063,9000000064,other,customer,Tanya Malhotra,,True,False,False,,0,0,0,Gurugram,2026-08-08 00:00:00+00
CUST0065,Ishita Mehta,customer065@example.com,Demo@1064,9000000065,other,customer,Ishita Mehta,,True,False,False,,0,0,0,Greater Noida,2026-08-08 00:00:00+00
CUST0066,Kabir Bansal,customer066@example.com,Demo@1065,9000000066,other,customer,Kabir Bansal,,True,False,False,,0,0,0,Noida,2026-08-08 00:00:00+00
CUST0067,Kavya Verma,customer067@example.com,Demo@1066,9000000067,female,customer,Kavya Verma,,True,False,False,,0,0,0,North Delhi,2026-08-08 00:00:00+00
CUST0068,Vivaan Arora,customer068@example.com,Demo@1067,9000000068,female,customer,Vivaan Arora,,True,False,False,,0,0,0,New Delhi,2026-08-08 00:00:00+00
CUST0069,Arjun Gupta,customer069@example.com,Demo@1068,9000000069,male,customer,Arjun Gupta,,True,False,False,,0,0,0,South Delhi,2026-08-08 00:00:00+00
CUST0070,Rohan Sethi,customer070@example.com,Demo@1069,9000000070,other,customer,Rohan Sethi,,True,False,False,,0,0,0,South Delhi,2026-08-08 00:00:00+00
CUST0071,Meera Agarwal,customer071@example.com,Demo@1070,9000000071,other,customer,Meera Agarwal,,True,False,False,,0,0,0,North Delhi,2026-08-08 00:00:00+00
CUST0072,Aditya Malhotra,customer072@example.com,Demo@1071,9000000072,female,customer,Aditya Malhotra,,True,False,False,,0,0,0,Faridabad,2026-08-08 00:00:00+00
CUST0073,Diya Agarwal,customer073@example.com,Demo@1072,9000000073,male,customer,Diya Agarwal,,True,False,False,,0,0,0,Ghaziabad,2026-08-08 00:00:00+00
CUST0074,Nisha Bansal,customer074@example.com,Demo@1073,9000000074,female,customer,Nisha Bansal,,True,False,False,,0,0,0,South Delhi,2026-08-08 00:00:00+00
CUST0075,Rahul Bansal,customer075@example.com,Demo@1074,9000000075,female,customer,Rahul Bansal,,True,False,False,,0,0,0,Gurugram,2026-08-08 00:00:00+00
CUST0076,Aarav Khanna,customer076@example.com,Demo@1075,9000000076,male,customer,Aarav Khanna,,True,False,False,,0,0,0,East Delhi,2026-08-08 00:00:00+00
CUST0077,Arjun Khanna,customer077@example.com,Demo@1076,9000000077,other,customer,Arjun Khanna,,True,False,False,,0,0,0,Faridabad,2026-08-08 00:00:00+00
CUST0078,Shreya Sethi,customer078@example.com,Demo@1077,9000000078,other,customer,Shreya Sethi,,True,False,False,,0,0,0,West Delhi,2026-08-08 00:00:00+00
CUST0079,Rahul Sethi,customer079@example.com,Demo@1078,9000000079,female,customer,Rahul Sethi,,True,False,False,,0,0,0,South Delhi,2026-08-08 00:00:00+00
CUST0080,Aanya Verma,customer080@example.com,Demo@1079,9000000080,female,customer,Aanya Verma,,True,False,False,,0,0,0,South Delhi,2026-08-08 00:00:00+00
CUST0081,Ananya Malhotra,customer081@example.com,Demo@1080,9000000081,female,customer,Ananya Malhotra,,True,False,False,,0,0,0,Central Delhi,2026-08-08 00:00:00+00
CUST0082,Rohan Jain,customer082@example.com,Demo@1081,9000000082,male,customer,Rohan Jain,,True,False,False,,0,0,0,South Delhi,2026-08-08 00:00:00+00
CUST0083,Aarav Chopra,customer083@example.com,Demo@1082,9000000083,male,customer,Aarav Chopra,,True,False,False,,0,0,0,Gurugram,2026-08-08 00:00:00+00
CUST0084,Rahul Bansal,customer084@example.com,Demo@1083,9000000084,female,customer,Rahul Bansal,,True,False,False,,0,0,0,Ghaziabad,2026-08-08 00:00:00+00
CUST0085,Rohan Bansal,customer085@example.com,Demo@1084,9000000085,other,customer,Rohan Bansal,,True,False,False,,0,0,0,East Delhi,2026-08-08 00:00:00+00
CUST0086,Arjun Arora,customer086@example.com,Demo@1085,9000000086,other,customer,Arjun Arora,,True,False,False,,0,0,0,North Delhi,2026-08-08 00:00:00+00
CUST0087,Ananya Arora,customer087@example.com,Demo@1086,9000000087,male,customer,Ananya Arora,,True,False,False,,0,0,0,Bahadurgarh,2026-08-08 00:00:00+00
CUST0088,Riya Agarwal,customer088@example.com,Demo@1087,9000000088,male,customer,Riya Agarwal,,True,False,False,,0,0,0,West Delhi,2026-08-08 00:00:00+00
CUST0089,Yash Gupta,customer089@example.com,Demo@1088,9000000089,other,customer,Yash Gupta,,True,False,False,,0,0,0,New Delhi,2026-08-08 00:00:00+00
CUST0090,Ishita Sethi,customer090@example.com,Demo@1089,9000000090,male,customer,Ishita Sethi,,True,False,False,,0,0,0,New Delhi,2026-08-08 00:00:00+00
CUST0091,Rohan Bansal,customer091@example.com,Demo@1090,9000000091,other,customer,Rohan Bansal,,True,False,False,,0,0,0,New Delhi,2026-08-08 00:00:00+00
CUST0092,Riya Mishra,customer092@example.com,Demo@1091,9000000092,female,customer,Riya Mishra,,True,False,False,,0,0,0,Gurugram,2026-08-08 00:00:00+00
CUST0093,Aarav Agarwal,customer093@example.com,Demo@1092,9000000093,male,customer,Aarav Agarwal,,True,False,False,,0,0,0,Noida,2026-08-08 00:00:00+00
CUST0094,Aanya Jain,customer094@example.com,Demo@1093,9000000094,female,customer,Aanya Jain,,True,False,False,,0,0,0,West Delhi,2026-08-08 00:00:00+00
CUST0095,Aarav Verma,customer095@example.com,Demo@1094,9000000095,male,customer,Aarav Verma,,True,False,False,,0,0,0,New Delhi,2026-08-08 00:00:00+00
CUST0096,Ishita Mishra,customer096@example.com,Demo@1095,9000000096,male,customer,Ishita Mishra,,True,False,False,,0,0,0,East Delhi,2026-08-08 00:00:00+00
CUST0097,Ananya Mehta,customer097@example.com,Demo@1096,9000000097,female,customer,Ananya Mehta,,True,False,False,,0,0,0,Bahadurgarh,2026-08-08 00:00:00+00
CUST0098,Vivaan Mehta,customer098@example.com,Demo@1097,9000000098,female,customer,Vivaan Mehta,,True,False,False,,0,0,0,Central Delhi,2026-08-08 00:00:00+00
CUST0099,Tanya Verma,customer099@example.com,Demo@1098,9000000099,male,customer,Tanya Verma,,True,False,False,,0,0,0,Bahadurgarh,2026-08-08 00:00:00+00
CUST0100,Aditya Chopra,customer100@example.com,Demo@1099,9000000100,female,customer,Aditya Chopra,,True,False,False,,0,0,0,Ghaziabad,2026-08-08 00:00:00+00
CUST0101,Kavya Arora,customer101@example.com,Demo@1100,9000000101,other,customer,Kavya Arora,,True,False,False,,0,0,0,New Delhi,2026-08-08 00:00:00+00
CUST0102,Aditya Sethi,customer102@example.com,Demo@1101,9000000102,other,customer,Aditya Sethi,,True,False,False,,0,0,0,Noida,2026-08-08 00:00:00+00
CUST0103,Shreya Sethi,customer103@example.com,Demo@1102,9000000103,female,customer,Shreya Sethi,,True,False,False,,0,0,0,Gurugram,2026-08-08 00:00:00+00
CUST0104,Kabir Gupta,customer104@example.com,Demo@1103,9000000104,other,customer,Kabir Gupta,,True,False,False,,0,0,0,Central Delhi,2026-08-08 00:00:00+00
CUST0105,Kavya Bansal,customer105@example.com,Demo@1104,9000000105,other,customer,Kavya Bansal,,True,False,False,,0,0,0,South Delhi,2026-08-08 00:00:00+00
CUST0106,Rohan Singh,customer106@example.com,Demo@1105,9000000106,other,customer,Rohan Singh,,True,False,False,,0,0,0,Gurugram,2026-08-08 00:00:00+00
CUST0107,Riya Arora,customer107@example.com,Demo@1106,9000000107,male,customer,Riya Arora,,True,False,False,,0,0,0,New Delhi,2026-08-08 00:00:00+00
CUST0108,Simran Malhotra,customer108@example.com,Demo@1107,9000000108,other,customer,Simran Malhotra,,True,False,False,,0,0,0,West Delhi,2026-08-08 00:00:00+00
CUST0109,Yash Mishra,customer109@example.com,Demo@1108,9000000109,other,customer,Yash Mishra,,True,False,False,,0,0,0,West Delhi,2026-08-08 00:00:00+00
CUST0110,Shreya Sethi,customer110@example.com,Demo@1109,9000000110,female,customer,Shreya Sethi,,True,False,False,,0,0,0,Faridabad,2026-08-08 00:00:00+00
CUST0111,Yash Chopra,customer111@example.com,Demo@1110,9000000111,other,customer,Yash Chopra,,True,False,False,,0,0,0,Ghaziabad,2026-08-08 00:00:00+00
CUST0112,Ananya Malhotra,customer112@example.com,Demo@1111,9000000112,male,customer,Ananya Malhotra,,True,False,False,,0,0,0,South Delhi,2026-08-08 00:00:00+00
CUST0113,Ishita Jain,customer113@example.com,Demo@1112,9000000113,male,customer,Ishita Jain,,True,False,False,,0,0,0,West Delhi,2026-08-08 00:00:00+00
CUST0114,Riya Jain,customer114@example.com,Demo@1113,9000000114,female,customer,Riya Jain,,True,False,False,,0,0,0,North Delhi,2026-08-08 00:00:00+00
CUST0115,Arjun Mehta,customer115@example.com,Demo@1114,9000000115,male,customer,Arjun Mehta,,True,False,False,,0,0,0,Faridabad,2026-08-08 00:00:00+00
CUST0116,Kunal Verma,customer116@example.com,Demo@1115,9000000116,male,customer,Kunal Verma,,True,False,False,,0,0,0,Ghaziabad,2026-08-08 00:00:00+00
CUST0117,Aanya Sharma,customer117@example.com,Demo@1116,9000000117,other,customer,Aanya Sharma,,True,False,False,,0,0,0,South Delhi,2026-08-08 00:00:00+00
CUST0118,Tanya Bansal,customer118@example.com,Demo@1117,9000000118,other,customer,Tanya Bansal,,True,False,False,,0,0,0,Gurugram,2026-08-08 00:00:00+00
CUST0119,Kunal Agarwal,customer119@example.com,Demo@1118,9000000119,male,customer,Kunal Agarwal,,True,False,False,,0,0,0,Gurugram,2026-08-08 00:00:00+00
CUST0120,Kunal Sharma,customer120@example.com,Demo@1119,9000000120,female,customer,Kunal Sharma,,True,False,False,,0,0,0,New Delhi,2026-08-08 00:00:00+00
CUST0121,Aditya Chopra,customer121@example.com,Demo@1120,9000000121,female,customer,Aditya Chopra,,True,False,False,,0,0,0,Noida,2026-08-08 00:00:00+00
CUST0122,Vivaan Mehta,customer122@example.com,Demo@1121,9000000122,other,customer,Vivaan Mehta,,True,False,False,,0,0,0,Central Delhi,2026-08-08 00:00:00+00
CUST0123,Aditya Mishra,customer123@example.com,Demo@1122,9000000123,male,customer,Aditya Mishra,,True,False,False,,0,0,0,Noida,2026-08-08 00:00:00+00
CUST0124,Vivaan Arora,customer124@example.com,Demo@1123,9000000124,other,customer,Vivaan Arora,,True,False,False,,0,0,0,Central Delhi,2026-08-08 00:00:00+00
CUST0125,Aanya Verma,customer125@example.com,Demo@1124,9000000125,female,customer,Aanya Verma,,True,False,False,,0,0,0,New Delhi,2026-08-08 00:00:00+00
CUST0126,Riya Mehta,customer126@example.com,Demo@1125,9000000126,male,customer,Riya Mehta,,True,False,False,,0,0,0,South Delhi,2026-08-08 00:00:00+00
CUST0127,Rahul Khanna,customer127@example.com,Demo@1126,9000000127,other,customer,Rahul Khanna,,True,False,False,,0,0,0,New Delhi,2026-08-08 00:00:00+00
CUST0128,Kavya Mehta,customer128@example.com,Demo@1127,9000000128,other,customer,Kavya Mehta,,True,False,False,,0,0,0,Faridabad,2026-08-08 00:00:00+00
CUST0129,Shreya Gupta,customer129@example.com,Demo@1128,9000000129,female,customer,Shreya Gupta,,True,False,False,,0,0,0,Ghaziabad,2026-08-08 00:00:00+00
CUST0130,Tanya Agarwal,customer130@example.com,Demo@1129,9000000130,other,customer,Tanya Agarwal,,True,False,False,,0,0,0,Greater Noida,2026-08-08 00:00:00+00
CUST0131,Kavya Mehta,customer131@example.com,Demo@1130,9000000131,female,customer,Kavya Mehta,,True,False,False,,0,0,0,South Delhi,2026-08-08 00:00:00+00
CUST0132,Kavya Sethi,customer132@example.com,Demo@1131,9000000132,female,customer,Kavya Sethi,,True,False,False,,0,0,0,New Delhi,2026-08-08 00:00:00+00
CUST0133,Meera Mehta,customer133@example.com,Demo@1132,9000000133,male,customer,Meera Mehta,,True,False,False,,0,0,0,Ghaziabad,2026-08-08 00:00:00+00
CUST0134,Arjun Verma,customer134@example.com,Demo@1133,9000000134,male,customer,Arjun Verma,,True,False,False,,0,0,0,Faridabad,2026-08-08 00:00:00+00
CUST0135,Meera Kapoor,customer135@example.com,Demo@1134,9000000135,other,customer,Meera Kapoor,,True,False,False,,0,0,0,New Delhi,2026-08-08 00:00:00+00
CUST0136,Meera Malhotra,customer136@example.com,Demo@1135,9000000136,female,customer,Meera Malhotra,,True,False,False,,0,0,0,West Delhi,2026-08-08 00:00:00+00
CUST0137,Nisha Arora,customer137@example.com,Demo@1136,9000000137,female,customer,Nisha Arora,,True,False,False,,0,0,0,New Delhi,2026-08-08 00:00:00+00
CUST0138,Vivaan Khanna,customer138@example.com,Demo@1137,9000000138,male,customer,Vivaan Khanna,,True,False,False,,0,0,0,Noida,2026-08-08 00:00:00+00
CUST0139,Arjun Sharma,customer139@example.com,Demo@1138,9000000139,male,customer,Arjun Sharma,,True,False,False,,0,0,0,Noida,2026-08-08 00:00:00+00
CUST0140,Diya Chopra,customer140@example.com,Demo@1139,9000000140,female,customer,Diya Chopra,,True,False,False,,0,0,0,New Delhi,2026-08-08 00:00:00+00
CUST0141,Aanya Sethi,customer141@example.com,Demo@1140,9000000141,male,customer,Aanya Sethi,,True,False,False,,0,0,0,West Delhi,2026-08-08 00:00:00+00
CUST0142,Arjun Mehta,customer142@example.com,Demo@1141,9000000142,other,customer,Arjun Mehta,,True,False,False,,0,0,0,Central Delhi,2026-08-08 00:00:00+00
CUST0143,Yash Mehta,customer143@example.com,Demo@1142,9000000143,female,customer,Yash Mehta,,True,False,False,,0,0,0,South Delhi,2026-08-08 00:00:00+00
CUST0144,Shreya Jain,customer144@example.com,Demo@1143,9000000144,male,customer,Shreya Jain,,True,False,False,,0,0,0,Ghaziabad,2026-08-08 00:00:00+00
CUST0145,Kabir Malhotra,customer145@example.com,Demo@1144,9000000145,other,customer,Kabir Malhotra,,True,False,False,,0,0,0,West Delhi,2026-08-08 00:00:00+00
CUST0146,Rohan Singh,customer146@example.com,Demo@1145,9000000146,female,customer,Rohan Singh,,True,False,False,,0,0,0,North Delhi,2026-08-08 00:00:00+00
CUST0147,Nisha Mehta,customer147@example.com,Demo@1146,9000000147,other,customer,Nisha Mehta,,True,False,False,,0,0,0,Central Delhi,2026-08-08 00:00:00+00
CUST0148,Aditya Jain,customer148@example.com,Demo@1147,9000000148,other,customer,Aditya Jain,,True,False,False,,0,0,0,Noida,2026-08-08 00:00:00+00
CUST0149,Shreya Verma,customer149@example.com,Demo@1148,9000000149,female,customer,Shreya Verma,,True,False,False,,0,0,0,North Delhi,2026-08-08 00:00:00+00
CUST0150,Vivaan Khanna,customer150@example.com,Demo@1149,9000000150,other,customer,Vivaan Khanna,,True,False,False,,0,0,0,South Delhi,2026-08-08 00:00:00+00
